Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price
1598801,ROUND,0.23,VS2,F,EX,VG,VG,F,3.95-3.97×2.43,857.34
1581560,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.78-3.80×2.39,857.56
1581560,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.78-3.80×2.39,857.56
1655426,ROUND,0.23,VS1,G,EX,EX,EX,N,3.91-3.93×2.44,858.47
1618658,ROUND,0.23,VS1,G,EX,EX,EX,N,3.92-3.95×2.42,858.47
1655426,ROUND,0.23,VS1,G,EX,EX,EX,N,3.91-3.93×2.44,858.47
1618658,ROUND,0.23,VS1,G,EX,EX,EX,N,3.92-3.95×2.42,858.47
1747773,ROUND,0.3,VVS2,I,VG,VG,GD,N,4.42-4.44×2.53,858.74
1802316,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.90-3.92×2.45,858.86
1780347,ROUND,0.2,VVS2,E,EX,EX,EX,F,3.81-3.83×2.31,859.52
1780347,ROUND,0.2,VVS2,E,EX,EX,EX,F,3.81-3.83×2.31,859.52
1784790,ROUND,0.3,VS1,J,VG,VG,GD,M,4.28-4.35×2.56,859.7
1735217,ROUND,0.18,IF,E,EX,EX,EX,N,3.69-3.72×2.21,860.01
1735217,ROUND,0.18,IF,E,EX,EX,EX,N,3.69-3.72×2.21,860.01
1799467,ROUND,0.3,VS1,K,VG,EX,VG,N,4.30-4.31×2.62,860.24
1795448,ROUND,0.3,VVS1,L,EX,EX,VG,N,4.29-4.32×2.67,860.24
1779733,ROUND,0.3,SI2,D,VG,EX,GD,N,4.26-4.31×2.60,860.29
1770913,ROUND,0.3,VVS2,K,EX,EX,EX,F,4.38-4.40×2.61,860.73
1556402,ROUND,0.21,VS1,F,EX,EX,EX,N,3.88-3.89×2.33,861.11
1556403,ROUND,0.21,VS1,F,EX,EX,EX,N,3.86-3.88×2.32,861.11
1556402,ROUND,0.21,VS1,F,EX,EX,EX,N,3.88-3.89×2.33,861.11
1556403,ROUND,0.21,VS1,F,EX,EX,EX,N,3.86-3.88×2.32,861.11
1745841,ROUND,0.35,VVS1,K,EX,EX,EX,ST,4.50-4.52×2.81,861.49
1780332,ROUND,0.18,IF,E,EX,EX,EX,N,3.69-3.71×2.26,861.51
1780332,ROUND,0.18,IF,E,EX,EX,EX,N,3.69-3.71×2.26,861.51
1751616,ROUND,0.3,VS1,K,EX,EX,EX,F,4.38-4.41×2.60,861.76
1598781,ROUND,0.24,VS1,H,VG,VG,VG,N,4.03-4.04×2.39,862
1598781,ROUND,0.24,VS1,H,VG,VG,VG,N,4.03-4.04×2.39,862
1614236,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.78×2.34,862.56
1728153,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.77-3.79×2.32,862.56
1655340,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.82-3.83×2.26,862.56
1618567,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.78-3.80×2.33,862.56
1748732,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.82-3.84×2.26,862.56
1675240,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.71-3.73×2.35,862.56
1614236,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.78×2.34,862.56
1728153,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.77-3.79×2.32,862.56
1655340,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.82-3.83×2.26,862.56
1618567,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.78-3.80×2.33,862.56
1748732,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.82-3.84×2.26,862.56
1675240,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.71-3.73×2.35,862.56
1780342,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.82-3.85×2.34,862.85
1780342,ROUND,0.21,VVS1,E,EX,EX,EX,N,3.82-3.85×2.34,862.85
1763817,ROUND,0.23,VS1,H,EX,EX,EX,N,3.93-3.96×2.46,863.12
1763817,ROUND,0.23,VS1,H,EX,EX,EX,N,3.93-3.96×2.46,863.12
1790861,ROUND,0.3,VS2,K,EX,EX,EX,N,4.24-4.27×2.69,863.25
1789625,ROUND,0.3,VVS2,L,EX,EX,EX,F,4.26-4.28×2.67,863.25
1790724,ROUND,0.3,VVS2,L,EX,EX,EX,F,4.27-4.30×2.66,863.25
1735222,ROUND,0.22,VVS1,E,EX,EX,VG,N,3.88-3.90×2.38,863.67
1735222,ROUND,0.22,VVS1,E,EX,EX,VG,N,3.88-3.90×2.38,863.67
1802321,ROUND,0.2,VS1,D,EX,EX,EX,N,3.71-3.74×2.33,863.91
1802321,ROUND,0.2,VS1,D,EX,EX,EX,N,3.71-3.74×2.33,863.91
1679379,ROUND,0.23,VVS2,H,EX,EX,EX,F,3.94-3.96×2.45,863.94
1645320,ROUND,0.23,VVS1,G,EX,EX,EX,F,3.92-3.94×2.47,863.94
1679379,ROUND,0.23,VVS2,H,EX,EX,EX,F,3.94-3.96×2.45,863.94
1784915,ROUND,0.3,SI1,J,VG,VG,GD,N,4.19-4.27×2.68,864.27
1784795,ROUND,0.3,VS1,K,EX,EX,EX,M,4.27-4.30×2.68,864.27
1679368,ROUND,0.23,VVS2,E,VG,VG,VG,F,3.83-3.85×2.46,864.33
1679368,ROUND,0.23,VVS2,E,VG,VG,VG,F,3.83-3.85×2.46,864.33
1777200,ROUND,0.3,VS1,K,EX,VG,VG,N,4.27-4.29×2.68,864.81
1734730,ROUND,0.3,SI2,D,EX,EX,VG,M,4.32-4.34×2.67,864.82
1739944,ROUND,0.21,VS1,E,EX,EX,EX,N,3.84-3.87×2.33,865.03
1739944,ROUND,0.21,VS1,E,EX,EX,EX,N,3.84-3.87×2.33,865.03
1802300,ROUND,0.19,VVS1,F,EX,EX,EX,N,3.73-3.75×2.27,866.18
1802300,ROUND,0.19,VVS1,F,EX,EX,EX,N,3.73-3.75×2.27,866.18
1795450,ROUND,0.33,VVS1,M,EX,EX,EX,F,4.43-4.46×2.74,866.75
1779746,ROUND,0.3,SI2,G,GD,VG,VG,N,4.30-4.33×2.53,866.82
1767781,ROUND,0.3,VS2,J,VG,EX,EX,F,4.26-4.29×2.67,866.82
1675236,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.84-3.86×2.26,866.95
1586434,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.80-3.82×2.36,866.95
1586438,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.78×2.29,866.95
1675239,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.79×2.35,866.95
1636811,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.78-3.80×2.31,866.95
1675238,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.81-3.83×2.25,866.95
1675236,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.84-3.86×2.26,866.95
1586434,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.80-3.82×2.36,866.95
1586438,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.78×2.29,866.95
1675239,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.79×2.35,866.95
1636811,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.78-3.80×2.31,866.95
1675238,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.81-3.83×2.25,866.95
1757184,ROUND,0.3,SI1,H,GD,VG,GD,M,4.19-4.23×2.69,867.31
1752322,ROUND,0.3,VS2,J,VG,VG,EX,F,4.19-4.21×2.66,867.31
1795470,ROUND,0.3,VVS2,L,EX,EX,EX,N,4.32-4.34×2.67,867.38
1781052,ROUND,0.31,VVS1,L,EX,EX,EX,N,4.41-4.44×2.63,867.66
1611202,ROUND,0.23,VS1,G,EX,EX,EX,N,3.94-3.97×2.41,867.78
1576832,ROUND,0.23,VS1,G,EX,EX,EX,N,3.93-3.96×2.45,867.78
1611201,ROUND,0.23,VS1,G,EX,EX,EX,N,3.93-3.97×2.40,867.78
1611202,ROUND,0.23,VS1,G,EX,EX,EX,N,3.94-3.97×2.41,867.78
1576832,ROUND,0.23,VS1,G,EX,EX,EX,N,3.93-3.96×2.45,867.78
1611201,ROUND,0.23,VS1,G,EX,EX,EX,N,3.93-3.97×2.40,867.78
1799466,ROUND,0.3,VS1,K,GD,VG,VG,N,4.14-4.18×2.70,867.85
1788925,ROUND,0.31,SI1,K,EX,EX,VG,N,4.33-4.35×2.68,868.22
1790925,ROUND,0.3,SI1,I,GD,VG,GD,N,4.36-4.38×2.54,868.36
1792982,ROUND,0.3,VS2,J,GD,EX,VG,N,4.17-4.21×2.69,868.36
1586660,ROUND,0.19,IF,E,EX,EX,EX,N,3.65-3.68×2.29,868.76
1586660,ROUND,0.19,IF,E,EX,EX,EX,N,3.65-3.68×2.29,868.76
1779744,ROUND,0.3,SI2,F,EX,EX,VG,F,4.30-4.34×2.65,868.85
1586204,ROUND,0.23,VVS2,G,EX,EX,EX,F,3.90-3.93×2.43,869.37
1679377,ROUND,0.23,VVS2,G,EX,EX,EX,F,3.91-3.93×2.45,869.37
1586200,ROUND,0.23,VVS2,G,EX,EX,VG,N,3.94-3.96×2.41,869.37
1586490,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.88-3.91×2.43,869.37
1586204,ROUND,0.23,VVS2,G,EX,EX,EX,F,3.90-3.93×2.43,869.37
1679377,ROUND,0.23,VVS2,G,EX,EX,EX,F,3.91-3.93×2.45,869.37
1586200,ROUND,0.23,VVS2,G,EX,EX,VG,N,3.94-3.96×2.41,869.37
1586490,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.88-3.91×2.43,869.37
1734737,ROUND,0.3,SI2,H,VG,EX,VG,F,4.36-4.39×2.57,869.37
1791646,ROUND,0.31,VS2,J,VG,EX,EX,ST,4.40-4.43×2.67,869.78
1789823,ROUND,0.3,SI2,I,EX,EX,EX,N,4.36-4.37×2.61,870.35
1773417,ROUND,0.3,SI1,I,EX,VG,EX,F,4.34-4.36×2.65,870.87
1799512,ROUND,0.3,VS2,J,GD,GD,GD,N,4.15-4.20×2.68,870.87
1781087,ROUND,0.3,VVS2,L,EX,EX,EX,F,4.35-4.37×2.63,870.92
1688512,ROUND,0.29,SI1,F,VG,VG,GD,N,4.23-4.28×2.65,871.23
1636813,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.78-3.80×2.29,871.35
1618568,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.82-3.84×2.34,871.35
1618569,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.79-3.80×2.29,871.35
1636813,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.78-3.80×2.29,871.35
1618568,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.82-3.84×2.34,871.35
1618569,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.79-3.80×2.29,871.35
1780351,ROUND,0.2,VS1,D,EX,EX,EX,N,3.73-3.75×2.35,871.69
1780351,ROUND,0.2,VS1,D,EX,EX,EX,N,3.73-3.75×2.35,871.69
1784796,ROUND,0.32,VS1,L,EX,EX,EX,N,4.35-4.37×2.74,871.82
1771039,ROUND,0.3,SI2,D,VG,GD,VG,ST,4.28-4.30×2.66,871.96
1773312,ROUND,0.31,VS1,J,F,VG,GD,N,4.50-4.52×2.49,872.38
1598800,ROUND,0.23,VS2,F,EX,EX,EX,N,4.00-4.02×2.37,873.27
1679385,ROUND,0.23,VS2,F,VG,EX,VG,N,3.89-3.91×2.48,873.27
1598800,ROUND,0.23,VS2,F,EX,EX,EX,N,4.00-4.02×2.37,873.27
1679385,ROUND,0.23,VS2,F,VG,EX,VG,N,3.89-3.91×2.48,873.27
1779659,ROUND,0.3,VS2,I,GD,GD,GD,F,4.18-4.24×2.64,873.41
1779663,ROUND,0.3,VS2,I,GD,VG,GD,F,4.27-4.34×2.55,873.41
1783684,ROUND,0.3,SI2,E,GD,VG,VG,N,4.16-4.22×2.66,873.43
1799520,ROUND,0.3,VS2,K,VG,VG,VG,N,4.23-4.27×2.67,873.9
1756315,ROUND,0.31,VS1,K,EX,VG,EX,F,4.31-4.34×2.65,873.95
1728151,ROUND,0.23,VVS1,G,EX,EX,EX,F,3.90-3.93×2.47,874.41
1502607,ROUND,0.23,VVS2,G,EX,EX,EX,F,3.91-3.89×2.46,874.41
1586199,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.89-3.93×2.45,874.41
1586198,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.91-3.93×2.44,874.41
1763759,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.91-3.94×2.40,874.41
1618616,ROUND,0.23,VVS2,H,EX,EX,EX,F,3.93-3.96×2.38,874.41
1351398,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.98-3.95X2.39,874.41
1789803,ROUND,0.3,SI2,D,GD,GD,GD,N,4.13-4.21×2.70,874.95
1783619,ROUND,0.31,VS2,J,VG,VG,EX,F,4.47-4.49×2.62,875.07
1655339,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.77×2.31,875.39
1655341,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.79-3.81×2.28,875.39
1586437,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.72-3.74×2.33,875.39
1636812,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.77×2.33,875.39
1586439,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.72-3.73×2.33,875.39
1675237,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.79-3.82×2.32,875.39
1655339,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.77×2.31,875.39
1655341,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.79-3.81×2.28,875.39
1586437,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.72-3.74×2.33,875.39
1636812,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.76-3.77×2.33,875.39
1586439,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.72-3.73×2.33,875.39
1675237,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.79-3.82×2.32,875.39
1751043,ROUND,0.18,IF,D,EX,EX,EX,N,3.69-3.71×2.21,875.5
1751043,ROUND,0.18,IF,D,EX,EX,EX,N,3.69-3.71×2.21,875.5
1502623,ROUND,0.21,VVS1,E,EX,VG,VG,N,3.83-3.81×2.33,875.64
1502623,ROUND,0.21,VVS1,E,EX,VG,VG,N,3.83-3.81×2.33,875.64
1784860,ROUND,0.3,VS2,J,GD,EX,GD,N,4.15-4.19×2.71,875.99
1789736,ROUND,0.3,VS2,J,VG,EX,GD,F,4.26-4.28×2.66,875.99
1783496,ROUND,0.3,VVS1,K,EX,EX,EX,N,4.29-4.31×2.69,875.99
1679367,ROUND,0.23,VVS2,E,VG,VG,VG,F,3.90-3.94×2.39,876.38
1679367,ROUND,0.23,VVS2,E,VG,VG,VG,F,3.90-3.94×2.39,876.38
1793025,ROUND,0.3,SI2,F,EX,VG,VG,N,4.27-4.31×2.64,876.52
1662265,ROUND,0.21,VS1,F,EX,EX,EX,N,3.82-3.84×2.33,876.74
1662265,ROUND,0.21,VS1,F,EX,EX,EX,N,3.82-3.84×2.33,876.74
1780349,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.84-3.86×2.27,876.76
1780349,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.84-3.86×2.27,876.76
1789624,ROUND,0.3,VVS2,L,EX,EX,EX,N,4.30-4.31×2.66,876.96
1790966,ROUND,0.29,VS2,I,VG,VG,VG,N,4.23-4.27×2.64,877.06
1739932,ROUND,0.19,IF,E,EX,EX,EX,N,3.73-3.76×2.22,877.11
1739932,ROUND,0.19,IF,E,EX,EX,EX,N,3.73-3.76×2.22,877.11
1783689,ROUND,0.31,SI2,G,EX,EX,EX,M,4.37-4.39×2.65,877.65
1598767,ROUND,0.23,VS1,E,VG,EX,VG,N,3.88-3.90×2.47,878.29
1598797,ROUND,0.23,VS2,F,EX,EX,VG,N,3.89-3.94×2.46,878.29
1789732,ROUND,0.32,VS2,J,EX,EX,EX,N,4.37-4.39×2.73,878.8
1795522,ROUND,0.3,VS2,J,GD,VG,GD,N,4.22-4.29×2.55,878.99
1790965,ROUND,0.3,SI2,H,EX,EX,VG,F,4.31-4.34×2.64,879.02
1791698,ROUND,0.3,SI1,J,VG,EX,VG,F,4.30-4.35×2.55,879.02
1790782,ROUND,0.3,VS1,K,EX,EX,EX,F,4.28-4.31×2.68,879.02
1790785,ROUND,0.3,VS1,K,EX,VG,VG,N,4.27-4.30×2.66,879.02
1556476,ROUND,0.23,IF,G,EX,EX,EX,F,3.95-3.98×2.45,879.44
1586202,ROUND,0.23,VVS2,G,EX,EX,VG,N,3.93-3.96×2.44,879.44
1556476,ROUND,0.23,IF,G,EX,EX,EX,F,3.95-3.98×2.45,879.44
1586202,ROUND,0.23,VVS2,G,EX,EX,VG,N,3.93-3.96×2.44,879.44
1586441,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.75-3.76×2.33,879.78
1506810,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.73-3.75×2.35,879.78
1586435,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.77-3.78×2.36,879.78
1586441,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.75-3.76×2.33,879.78
1506810,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.73-3.75×2.35,879.78
1586435,ROUND,0.2,VVS2,E,EX,EX,EX,N,3.77-3.78×2.36,879.78
1802314,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.93-3.96×2.40,879.83
1802314,ROUND,0.23,VVS2,H,EX,EX,EX,N,3.93-3.96×2.40,879.83
1777315,ROUND,0.3,SI2,H,VG,VG,VG,F,4.25-4.29×2.68,880.02
1680344,ROUND,0.29,VS2,I,VG,EX,VG,N,4.33-4.34×2.56,880.51
1764655,ROUND,0.3,VVS2,J,EX,EX,EX,ST,4.36-4.39×2.61,880.54
1779676,ROUND,0.31,SI1,D,GD,GD,FR,F,4.29-4.32×2.63,880.86
1764898,ROUND,0.3,SI2,G,EX,VG,VG,N,4.25-4.30×2.63,881.5
1757066,ROUND,0.31,VVS2,J,VG,VG,GD,F,4.29-4.31×2.76,882.4
1799464,ROUND,0.3,VS1,K,EX,EX,VG,F,4.24-4.28×2.67,882.52
1795449,ROUND,0.3,VVS1,L,EX,EX,EX,N,4.36-4.39×2.64,882.52
1767693,ROUND,0.4,VS2,N,EX,EX,EX,N,4.78-4.80×2.88,882.89
1767693,ROUND,0.4,VS2,N,EX,EX,EX,N,4.78-4.80×2.88,882.89
1775122,ROUND,0.32,VS2,K,EX,EX,EX,N,4.35-4.38×2.73,883.13
1763654,ROUND,0.3,VS2,J,EX,EX,VG,F,4.35-4.39×2.61,883.53
1679381,ROUND,0.23,VS1,E,VG,EX,VG,N,3.85-3.88×2.47,883.7
1586026,ROUND,0.23,VS2,E,VG,VG,VG,N,3.86-3.88×2.44,883.7
1791609,ROUND,0.35,VS1,M,EX,EX,EX,N,4.50-4.52×2.83,883.97
1792643,ROUND,0.3,SI2,I,EX,EX,EX,N,4.30-4.32×2.65,884.06
1789790,ROUND,0.3,SI1,I,EX,EX,VG,N,4.33-4.35×2.65,884.11
1769439,ROUND,0.32,SI1,I,EX,VG,VG,F,4.38-4.42×2.67,884.26
1790786,ROUND,0.35,VS1,L,EX,EX,EX,F,4.48-4.50×2.80,884.56
1757115,ROUND,0.32,VS1,L,EX,EX,EX,N,4.37-4.39×2.74,884.75
1506826,ROUND,0.23,IF,G,EX,EX,EX,F,3.95-3.96×2.40,884.87
1598729,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.95-3.98×2.37,884.87
1586493,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.95-3.98×2.39,884.87
1506826,ROUND,0.23,IF,G,EX,EX,EX,F,3.95-3.96×2.40,884.87
1598729,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.95-3.98×2.37,884.87
1586493,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.95-3.98×2.39,884.87
1647827,ROUND,0.21,VS2,E,EX,EX,EX,N,3.86-3.89×2.34,884.9
1571274,ROUND,0.19,IF,D,EX,EX,EX,N,3.67-3.69×2.31,885.12
1571272,ROUND,0.19,IF,D,EX,EX,EX,N,3.68-3.69×2.26,885.12
1571274,ROUND,0.19,IF,D,EX,EX,EX,N,3.67-3.69×2.31,885.12
1571272,ROUND,0.19,IF,D,EX,EX,EX,N,3.68-3.69×2.26,885.12
1351455,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.94-3.92X2.44,885.24
1482280,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.96-3.98×2.43,885.24
1351455,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.94-3.92X2.44,885.24
1482280,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.96-3.98×2.43,885.24
1792462,ROUND,0.32,VS1,L,EX,EX,EX,N,4.35-4.37×2.74,885.32
1779574,ROUND,0.3,VS1,K,EX,EX,VG,N,4.30-4.34×2.62,885.56
1792647,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.84-3.86×2.34,885.59
1792647,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.84-3.86×2.34,885.59
1675250,ROUND,0.22,VS1,E,EX,EX,EX,N,3.85-3.87×2.42,886.02
1763814,ROUND,0.23,VS1,G,EX,EX,EX,N,3.92-3.95×2.43,886.02
1763813,ROUND,0.23,VS1,G,EX,EX,EX,N,3.88-3.91×2.44,886.02
1763816,ROUND,0.23,VS1,G,EX,EX,EX,N,3.95-3.96×2.39,886.02
1763812,ROUND,0.23,VS1,G,EX,EX,EX,N,3.94-3.96×2.42,886.02
1763815,ROUND,0.23,VS1,G,EX,EX,EX,N,3.96-3.97×2.45,886.02
1645400,ROUND,0.22,VS1,E,EX,EX,EX,N,3.87-3.89×2.42,886.02
1675250,ROUND,0.22,VS1,E,EX,EX,EX,N,3.85-3.87×2.42,886.02
1763814,ROUND,0.23,VS1,G,EX,EX,EX,N,3.92-3.95×2.43,886.02
1763813,ROUND,0.23,VS1,G,EX,EX,EX,N,3.88-3.91×2.44,886.02
1763816,ROUND,0.23,VS1,G,EX,EX,EX,N,3.95-3.96×2.39,886.02
1763812,ROUND,0.23,VS1,G,EX,EX,EX,N,3.94-3.96×2.42,886.02
1763815,ROUND,0.23,VS1,G,EX,EX,EX,N,3.96-3.97×2.45,886.02
1799468,ROUND,0.31,VS1,L,EX,EX,EX,N,4.36-4.38×2.66,886.05
1787727,ROUND,0.3,SI1,J,EX,EX,EX,N,4.28-4.30×2.63,886.1
1767804,ROUND,0.3,SI2,D,EX,VG,EX,M,4.37-4.39×2.60,886.12
1780331,ROUND,0.19,IF,E,EX,EX,EX,N,3.79-3.82×2.28,886.42
1780331,ROUND,0.19,IF,E,EX,EX,EX,N,3.79-3.82×2.28,886.42
1786337,ROUND,0.3,VVS1,K,EX,VG,EX,F,4.32-4.35×2.64,886.61
1750121,ROUND,0.32,SI1,I,EX,EX,EX,N,4.37-4.39×2.75,887.45
1792284,ROUND,0.4,SI2,K,VG,VG,EX,N,4.66-4.69×2.89,887.6
1772432,ROUND,0.3,VS2,I,GD,EX,GD,N,4.34-4.37×2.52,887.66
1802166,ROUND,0.34,VS2,J,EX,EX,EX,F,4.45-4.46×2.79,887.96
1645336,ROUND,0.23,VVS2,E,VG,EX,EX,F,3.82-3.84×2.46,888.06
1790723,ROUND,0.31,VVS2,L,EX,EX,EX,N,4.31-4.33×2.69,888.1
1668175,ROUND,0.29,SI1,F,VG,GD,GD,N,4.35-4.37×2.54,888.38
1631009,ROUND,0.5,SI2,L,VG,VG,VG,M,4.95-5.01×3.15,888.76
1586024,ROUND,0.23,VS2,E,VG,EX,EX,N,3.87-3.90×2.46,888.77
1586020,ROUND,0.23,VS2,E,VG,EX,VG,N,3.84-3.86×2.46,888.77
1679382,ROUND,0.23,VS1,F,VG,VG,VG,N,3.86-3.88×2.47,888.77
1556388,ROUND,0.23,VS2,F,EX,EX,EX,F,3.91-3.93×2.46,888.77
1598796,ROUND,0.23,VS2,F,EX,EX,VG,N,3.88-3.94×2.44,888.77
1627022,ROUND,0.23,VS1,D,EX,EX,EX,N,3.89-3.91×2.46,888.77
1675187,ROUND,0.19,IF,D,EX,EX,EX,N,3.64-3.67×2.27,889.01
1675187,ROUND,0.19,IF,D,EX,EX,EX,N,3.64-3.67×2.27,889.01
1750884,ROUND,0.3,VVS2,J,GD,VG,VG,N,4.17-4.20×2.66,889.13
1766723,ROUND,0.3,VS2,J,VG,EX,VG,F,4.29-4.31×2.64,889.13
1802299,ROUND,0.2,VVS1,F,EX,EX,EX,N,3.77-3.79×2.28,889.58
1802299,ROUND,0.2,VVS1,F,EX,EX,EX,N,3.77-3.79×2.28,889.58
1756275,ROUND,0.3,VVS2,I,F,GD,FR,N,4.44-4.48×2.49,889.62
1679376,ROUND,0.23,VVS2,G,EX,EX,EX,N,3.91-3.94×2.47,889.9
1598730,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.94-3.97×2.37,889.9
1645371,ROUND,0.23,VVS2,G,EX,EX,EX,N,3.95-3.97×2.37,889.9
1679376,ROUND,0.23,VVS2,G,EX,EX,EX,N,3.91-3.94×2.47,889.9
1598730,ROUND,0.23,VVS1,H,EX,EX,EX,N,3.94-3.97×2.37,889.9
1713894,ROUND,0.29,VS1,H,GD,GD,GD,F,4.16-4.25×2.64,890.87
1790860,ROUND,0.32,VS2,K,EX,EX,EX,F,4.37-4.39×2.74,891.31
1779654,ROUND,0.3,VS2,I,EX,EX,EX,F,4.29-4.32×2.64,891.71
1778261,ROUND,0.3,VVS2,J,GD,EX,GD,N,4.20-4.27×2.60,892.22
1787565,ROUND,0.35,VS1,K,EX,VG,EX,M,4.53-4.56×2.77,892.27
1728394,ROUND,0.5,SI1,N,EX,EX,VG,F,4.99-5.06×3.15,892.35
1802312,ROUND,0.24,VVS2,G,EX,VG,EX,N,3.95-3.98×2.49,892.46
1802312,ROUND,0.24,VVS2,G,EX,VG,EX,N,3.95-3.98×2.49,892.46
1778318,ROUND,0.3,VS1,K,EX,EX,EX,F,4.28-4.31×2.68,892.71
1571271,ROUND,0.19,IF,D,EX,EX,EX,N,3.66-3.68×2.30,893.18
1571273,ROUND,0.19,IF,D,EX,EX,EX,N,3.67-3.69×2.30,893.18
1571271,ROUND,0.19,IF,D,EX,EX,EX,N,3.66-3.68×2.30,893.18
1571273,ROUND,0.19,IF,D,EX,EX,EX,N,3.67-3.69×2.30,893.18
1798171,ROUND,0.3,VVS2,J,F,GD,GD,N,4.10-4.15×2.80,893.23
1784903,ROUND,0.3,SI1,G,VG,EX,GD,ST,4.26-4.31×2.68,893.25
1735573,ROUND,0.33,SI1,J,VG,GD,VG,N,4.38-4.42×2.74,893.47
1762699,ROUND,0.3,SI2,H,VG,EX,VG,N,4.34-4.37×2.57,893.71
1787750,ROUND,0.3,SI2,H,VG,EX,GD,N,4.33-4.34×2.60,893.71
1789729,ROUND,0.3,VS2,I,GD,EX,VG,F,4.33-4.37×2.54,893.72
1792622,ROUND,0.3,SI2,D,EX,EX,EX,M,4.27-4.31×2.69,893.72
1556400,ROUND,0.22,VS1,F,EX,EX,EX,N,3.89-3.92×2.42,894.18
1778440,ROUND,0.3,SI2,H,EX,EX,VG,N,4.30-4.34×2.62,894.23
1777246,ROUND,0.31,VS2,I,F,VG,GD,N,4.09-4.17×2.80,894.43
1802308,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.81-3.84×2.40,894.47
1802307,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.79-3.81×2.39,894.47
1802308,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.81-3.84×2.40,894.47
